Sub_Category,Category,Product_Name,Total_Sales,Total_Profit,Total_Quantity,Avg_Days_to_Ship,Total_Orders
Paper,Office Supplies,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",272.62,102.24,10,3.2,5
Binders,Office Supplies,GBC Poly Designer Binding Covers,256.13,102.44,18,4,6
Phones,Technology,Konftel 250 Conference�phone�- Charcoal black,1367.1299999999999,102.53999999999999,6,4,2
Accessories,Technology,SanDisk Cruzer 32 GB USB Flash Drive,361.38,102.69999999999999,20,3.6666666666666665,6
Labels,Office Supplies,Avery 50,235.56,102.75,20,3.6,5
Fasteners,Office Supplies,Advantus Plastic Paper Clips,225,102.80000000000001,47,5,10
Phones,Technology,OtterBox Commuter Series Case - iPhone 5 & 5s,285.87,102.92,16,3.5,4
Phones,Technology,Jabra SPEAK 410 Multidevice Speakerphone,1647.92,103,10,2.5,2
Phones,Technology,Polycom VoiceStation 500 Conference�phone,1651.72,103.24000000000001,7,5,3
Supplies,Office Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",458.70000000000005,103.42999999999999,36,4.857142857142857,7
Chairs,Furniture,Harbour Creations Steel Folding Chair,1612.88,103.50999999999999,25,3.5,6
Storage,Office Supplies,Tennsco 16-Compartment Lockers with Coat Rack,2073.24,103.66,4,3,2
Appliances,Office Supplies,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,394.21,103.74000000000001,2,2.5,2
Phones,Technology,Jackery Bar Premium Fast-charging Portable Charger,287.52,104.22,12,1.3333333333333333,3
Paper,Office Supplies,Xerox 194,277.4,104.3,6,4.666666666666667,3
Accessories,Technology,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,450,104.4,6,4.666666666666667,3
Paper,Office Supplies,"Adams Phone Message Book, 200 Message Capacity, 8 1/16� x 11�",227.04,104.43,33,3.875,8
Phones,Technology,Digium D40 VoIP phone,928.7199999999999,104.48,9,5,3
Binders,Office Supplies,Ibico Standard Transparent Covers,390.56999999999994,104.83000000000001,34,3.9,10
Furnishings,Furniture,Dana Halogen Swing-Arm Architect Lamp,458.87,104.88,12,3.5,4
Accessories,Technology,Logitech Wireless Headset h800,299.96999999999997,104.99,3,4,2
Chairs,Furniture,Global Leather Executive Chair,2070.84,105.30000000000001,8,3,3
Appliances,Office Supplies,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",452.97,105.49000000000001,8,4.666666666666667,3
Accessories,Technology,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,321.85,106.18,20,4,6
Chairs,Furniture,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,1593.71,106.24000000000001,12,4.5,2
Paper,Office Supplies,Strathmore Photo Mount Cards,245.44000000000003,106.32000000000001,38,3.6666666666666665,9
Binders,Office Supplies,Poly Designer Cover & Back,451.97,106.34,35,3.4285714285714284,7
Paper,Office Supplies,Xerox 1913,221.92,106.52,4,4,2
Envelopes,Office Supplies,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",268.31,106.71000000000001,5,4.5,2
Phones,Technology,BlackBerry Q10,1335.5,107.1,13,3.6666666666666665,3
Chairs,Furniture,Safco Contoured Stacking Chairs,1716.48,107.28,9,3.5,4
Paper,Office Supplies,Xerox 1937,307.45,107.6,8,2.3333333333333335,3
Paper,Office Supplies,Xerox 1942,254.48,107.66,6,2,4
Accessories,Technology,Microsoft Natural Ergonomic Keyboard 4000,557.81,107.66,19,2.8,5
Binders,Office Supplies,Wilson Jones Legal Size Ring Binders,492.58,107.75,35,4.5,8
Binders,Office Supplies,Wilson Jones Century Plastic Molded Ring Binders,515.1,107.78999999999999,37,3.3333333333333335,9
Binders,Office Supplies,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,270.19,108.08000000000001,9,4.5,4
Furnishings,Furniture,Advantus Panel Wall Certificate Holder - 8.5x11,270.84,108.1,23,3.6666666666666665,6
Phones,Technology,ClearOne Communications CHAT 70 OC�Speaker Phone,1049.34,108.12,8,4,3
Paper,Office Supplies,Embossed Ink Jet Note Cards,284.38,108.34,15,3.5,4
Storage,Office Supplies,"File Shuttle II and Handi-File, Black",515.1199999999999,108.45,16,3.4,5
Appliances,Office Supplies,"Belkin 325VA UPS Surge Protector, 6'",1016.24,108.89,10,1.6666666666666667,3
Paper,Office Supplies,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",246.57999999999998,108.99000000000001,28,3.7777777777777777,9
Art,Office Supplies,Boston 1799 Powerhouse Electric Pencil Sharpener,389.70000000000005,109.11,15,4.666666666666667,3
Accessories,Technology,Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,280,109.19999999999999,14,4,2
Paper,Office Supplies,Xerox 1939,227.64,109.27000000000001,12,3.25,4
Chairs,Furniture,"Global Value Steno Chair, Gray",1658.1900000000003,109.34,34,5,9
Art,Office Supplies,Peel-Off China Markers,287.96999999999997,109.42,31,4.285714285714286,7
Art,Office Supplies,"Boston Model 1800 Electric Pencil Sharpener, Gray",405.36,109.79999999999998,15,4,3
Appliances,Office Supplies,Belkin F5C206VTEL 6 Outlet Surge,464.2,110.3,22,3.4285714285714284,7
Appliances,Office Supplies,Kensington 6 Outlet Guardian Standard Surge Protector,409.6,110.60000000000001,20,3.1666666666666665,6
Appliances,Office Supplies,Fellowes Basic Home/Office Series Surge Protectors,415.36,111.24000000000001,33,3.75,8
Binders,Office Supplies,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",409.99,111.28,36,3.7,10
Art,Office Supplies,Panasonic KP-380BK Classic Electric Pencil Sharpener,705.2,111.54999999999998,22,5,6
Paper,Office Supplies,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",223.44000000000003,111.72000000000001,28,4.857142857142857,7
Paper,Office Supplies,Southworth 25% Cotton Premium Laser Paper and Envelopes,267.73,111.88,15,3.75,4
Accessories,Technology,SanDisk Cruzer 64 GB USB Flash Drive,493.95,112.59,15,4.571428571428571,7
Storage,Office Supplies,"Personal Filing Tote with Lid, Black/Gray",459.09,112.9,31,3.875,8
Accessories,Technology,Memorex Micro Travel Drive 8 GB,299,113.10000000000001,26,3.5,8
Paper,Office Supplies,"Southworth 100% R�sum� Paper, 24lb.",262.96999999999997,113.2,35,4.428571428571429,7
Art,Office Supplies,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",496.24,113.28000000000002,30,3.8333333333333335,6
Envelopes,Office Supplies,Airmail Envelopes,335.72,113.30000000000001,5,5,2
Appliances,Office Supplies,Belkin 5 Outlet SurgeMaster Power Centers,544.8,113.32,11,4,6
Envelopes,Office Supplies,"Peel & Seel Recycled Catalog Envelopes, Brown",264.02,113.48,26,4.166666666666667,6
Bookcases,Furniture,Bestar Classic Bookcase,1247.87,113.99000000000001,14,4,5
Paper,Office Supplies,Tops White Computer Printout Paper,244.54999999999998,114.94,5,5,2
Paper,Office Supplies,Xerox 1891,244.54999999999998,114.94999999999999,5,3.3333333333333335,3
Envelopes,Office Supplies,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",259.1,115.16,12,4,5
Art,Office Supplies,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,491.64,115.19,11,3,3
Envelopes,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",286.66999999999996,115.29999999999998,37,4.6,10
Phones,Technology,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",477.65999999999997,115.64,24,5,5
Phones,Technology,Plantronics Cordless�Phone Headset�with In-line Volume - M214C,524.25,116.03,16,3.4,5
Furnishings,Furniture,Coloredge Poster Frame,298.2,116.28999999999999,21,3.1666666666666665,6
Chairs,Furniture,Bevis Steel Folding Chairs,1775.08,117.07,24,4.666666666666667,6
Envelopes,Office Supplies,Brown Kraft Recycled Envelopes,244.51000000000002,117.16000000000001,15,3.6,5
Labels,Office Supplies,Avery 477,299.19,117.85,11,3.3333333333333335,3
Furnishings,Furniture,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,758.45,117.97,8,3.3333333333333335,3
Appliances,Office Supplies,Staple holder,528.78,118.01,52,3.8461538461538463,13
Art,Office Supplies,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",523.59,118.21,20,3.625,8
Storage,Office Supplies,"Tenex Personal Project File with Scoop Front Design, Black",517.63,118.61,40,3.6,10
Furnishings,Furniture,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",383.18,118.78999999999999,7,3.6666666666666665,3
Storage,Office Supplies,"Sortfiler Multipurpose Personal File Organizer, Black",483.41999999999996,118.93,24,3,6
Accessories,Technology,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",367.63,119.08000000000001,15,4,4
Labels,Office Supplies,Avery 473,248.4,119.25,24,4.833333333333333,6
Art,Office Supplies,Boston KS Multi-Size Manual Pencil Sharpener,533.36,119.54,25,3.857142857142857,7
Chairs,Furniture,Global Comet Stacking Armless Chair,1196.2,119.62,5,2.3333333333333335,3
Fasteners,Office Supplies,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",296.18,119.74,29,4.5,8
Phones,Technology,Cisco SPA 502G IP Phone,959.6,119.96000000000001,10,3.6666666666666665,3
Binders,Office Supplies,"GBC Velobind Prepunched Cover Sets, Regency Series",506.62,120.2,19,4.4,5
Chairs,Furniture,Harbour Creations 67200 Series Stacking Chairs,1003.6399999999999,120.31,17,2.5714285714285716,7
Art,Office Supplies,"BOSTON Ranger #55 Pencil Sharpener, Black",618.5600000000001,120.34,27,4.111111111111111,9
Accessories,Technology,WD My Passport Ultra 500GB Portable External Hard Drive,708,120.36,12,2.75,4
Paper,Office Supplies,Xerox 1945,245.94,120.52000000000001,6,4.333333333333333,3
Paper,Office Supplies,Xerox 1898,280.56,120.75,46,2.6363636363636362,11
Storage,Office Supplies,Safco Steel Mobile File Cart,683.55,120.86999999999999,9,4,5
Phones,Technology,Mitel 5320 IP Phone VoIP phone,1209.53,120.96,8,3.3333333333333335,3
Furnishings,Furniture,Flat Face Poster Frame,678.25,120.96999999999998,51,4.166666666666667,12
Accessories,Technology,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,549.88,120.98000000000002,13,3.75,4
Chairs,Furniture,"Global Fabric Manager's Chair, Dark Gray",1635.88,121.19000000000001,20,3.857142857142857,7
Chairs,Furniture,"Global Push Button Manager's Chair, Indigo",1418.75,121.77,30,3.875,8
Chairs,Furniture,"Global Value Mid-Back Manager's Chair, Gray",1674.4899999999998,121.79000000000002,34,3,9
Furnishings,Furniture,Staple-based wall hangings,422.29,121.98,62,3.0625,16
Accessories,Technology,"Maxell Pro 80 Minute CD-R, 10/Pack",374.06999999999994,122.35999999999999,24,3.25,4
Phones,Technology,Panasonic KX - TS880B Telephone,453.41999999999996,122.43,11,2.3333333333333335,3
Phones,Technology,Motorla HX550 Universal Bluetooth Headset,419.23,122.61,15,3,4
Appliances,Office Supplies,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,516.22,122.84,29,4.875,8
Phones,Technology,OtterBox Defender Series Case - Samsung Galaxy S4,689.78,122.97,27,3,8
Art,Office Supplies,Newell 319,511.87,123.01,28,3.125,8
Storage,Office Supplies,Advantus Rolling Drawer Organizers,692.64,123.13,20,4.4,5
Paper,Office Supplies,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",268.5,123.53,30,5.2,5
Art,Office Supplies,Staples in misc. colors,478.8199999999999,124.05999999999997,86,4.473684210526316,19
Appliances,Office Supplies,Belkin F9G930V10-GRY 9 Outlet Surge,427.84,124.08,8,2,3
Storage,Office Supplies,"Decoflex Hanging Personal Folder File, Blue",518.11,124.13000000000001,35,2.888888888888889,9
Furnishings,Furniture,Tenex B1-RE Series Chair Mats for Low Pile Carpets,1002.3599999999999,124.6,23,4.142857142857143,7
Phones,Technology,Nortel Meridian M3904 Professional Digital phone,1108.73,124.74,9,3.3333333333333335,3
Storage,Office Supplies,Recycled Steel Personal File for Standard File Folders,575.02,124.95,11,2.6666666666666665,3
Chairs,Furniture,"Global Stack Chair with Arms, Black",803.4700000000001,125.01,31,3.142857142857143,7
Phones,Technology,Nortel Networks T7316 E Nt8 B27,788.6799999999998,125.78999999999999,13,4.5,4
Binders,Office Supplies,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",433.79,125.80000000000001,38,4.5,8
Phones,Technology,HTC One,1119.9,126,14,4,4
Accessories,Technology,Memorex Micro Travel Drive 16 GB,556.45,126.16,39,4,7
Furnishings,Furniture,DAX Wood Document Frame,477.7999999999999,126.33000000000003,40,4.111111111111111,9
Labels,Office Supplies,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",277.38,126.69,28,3.142857142857143,7
Art,Office Supplies,Panasonic KP-150 Electric Pencil Sharpener,573.65,126.81,16,4.5,4
Accessories,Technology,KeyTronic�6101 Series -�Keyboard�- Black,360.71000000000004,127.07,10,4,2
Furnishings,Furniture,"Howard Miller 12"" Round Wall Clock",479.34,127.3,14,2.5,2
Phones,Technology,Blue Parrot B250XT Professional Grade Wireless Bluetooth�Headset�with,1229.83,127.48000000000002,21,4,4
Accessories,Technology,Maxell DVD-RAM Discs,296.64,127.55000000000001,18,3.6666666666666665,3
Paper,Office Supplies,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",281.89,127.60000000000001,37,3.875,8
Accessories,Technology,Logitech Wireless Performance Mouse MX for PC and Mac,499.95,127.99000000000001,6,3.3333333333333335,3
Furnishings,Furniture,Electrix Halogen Magnifier Lamp,1709.8400000000001,128.23999999999998,11,4,4
Furnishings,Furniture,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",703.54,128.57,12,5,4
Accessories,Technology,Plantronics S12 Corded Telephone Headset System,517.4,129.34,6,3.5,2
Phones,Technology,Jabra BIZ 2300 Duo QD Duo Corded�Headset,1727.07,129.54,17,3.75,4
Phones,Technology,Polycom VVX 310 VoIP phone,1727.91,129.6,12,4,3
Supplies,Office Supplies,"Acme 10"" Easy Grip Assistive Scissors",448.77,129.74,26,4.625,8
Accessories,Technology,Memorex Micro Travel Drive 32 GB,379.71,129.97,12,2.8,5
Phones,Technology,RCA Visys Integrated PBX 8-Line Router,1085.24,130.64000000000001,19,4,5
Phones,Technology,Cisco SPA508G,646.6999999999999,131.32,11,4.25,4
Phones,Technology,AT&T CL82213,481.23,131.32999999999998,17,4,5
Accessories,Technology,Sony 64GB Class 10 Micro SDHC R40 Memory Card,899.75,132.09,27,3.2222222222222223,9
Phones,Technology,Logitech Mobile Speakerphone P710e -�speaker phone,1511.77,132.28,14,4.75,4
Furnishings,Furniture,"Seth Thomas 12"" Clock w/ Goldtone Case",390.65999999999997,132.82999999999998,17,5,3
Furnishings,Furniture,Luxo Professional Combination Clamp-On Lamps,511.5,133,5,1.6666666666666667,3
Accessories,Technology,Kensington Expert Mouse Optical USB Trackball for PC or Mac,930.91,133,12,4.25,4
Labels,Office Supplies,Avery 475,266.4,133.2,18,5.25,4
Phones,Technology,AT&T 1070 Corded Phone,1070.3,133.8,12,6,3
Phones,Technology,ClearSounds CSC500 Amplified Spirit Phone Corded phone,587.91,134.38,9,5.5,4
Appliances,Office Supplies,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,632.06,134.48,20,4.75,4
Art,Office Supplies,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,809.24,135.01,21,2.8333333333333335,6
Art,Office Supplies,Newell 334,531.71,135.29999999999998,27,4,6
Furnishings,Furniture,Eldon Radial Chair Mat for Low to Medium Pile Carpets,775.61,135.92999999999998,20,3.5,6
Binders,Office Supplies,Ibico Laser Imprintable Binding System Covers,419.20000000000005,136.24,10,2.6666666666666665,3
Storage,Office Supplies,"SAFCO Mobile Desk Side File, Wire Frame",769.68,136.85,20,3.5714285714285716,7
Accessories,Technology,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,326.16,136.98000000000002,9,3.2,5
Appliances,Office Supplies,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,743.8299999999999,137.79,14,4.25,4
Accessories,Technology,WD My Passport Ultra 2TB Portable External Hard Drive,1737.4,138.03999999999996,16,4.2,5
Furnishings,Furniture,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",437.70000000000005,138.32,18,4.25,4
Paper,Office Supplies,Xerox 1885,288.24,138.36,6,6,2
Paper,Office Supplies,Xerox 1933,294.72,138.51999999999998,24,3.6,5
Phones,Technology,Aastra 57i VoIP phone,1454.5,138.98000000000002,11,4.5,4
Envelopes,Office Supplies,"White Envelopes, White Envelopes with Clear Poly Window",320.25,139.10000000000002,22,4.6,5
Tables,Furniture,Bevis 44 x 96 Conference Tables,823.6,140.02,4,2.5,2
Furnishings,Furniture,Deflect-o Glass Clear Studded Chair Mats,771.03,140.52999999999997,13,4.8,5
Paper,Office Supplies,Xerox 1979,328.39,140.95999999999998,11,2.3333333333333335,3
Bookcases,Furniture,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",2396.67,140.99,20,2.8,5
Phones,Technology,HTC One Mini,1411.08,141.11,14,3.3333333333333335,3
Binders,Office Supplies,GBC VeloBinder Manual Binding System,554.24,142.51,22,4.428571428571429,7
Appliances,Office Supplies,Euro-Pro Shark Turbo Vacuum,693.95,143.73,24,4,6
Accessories,Technology,Imation�32GB Pocket Pro USB 3.0�Flash Drive�- 32 GB - Black - 1 P ...,467.21999999999997,143.76,18,3.8,5
Paper,Office Supplies,Xerox 1951,433.7199999999999,144.07,17,4.2,5
Furnishings,Furniture,Tensor Computer Mounted Lamp,536.04,144.72,36,3.625,8
Storage,Office Supplies,Fellowes Stor/Drawer Steel Plus Storage Drawers,3015.59,145.05,32,3.4285714285714284,7
Phones,Technology,AT&T 1080 Corded phone,1945.26,145.22,18,4.285714285714286,7
Appliances,Office Supplies,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",616.39,145.79000000000002,13,4,5
Appliances,Office Supplies,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",512.64,148.67,9,3.3333333333333335,3
Bookcases,Furniture,"Bush Andora Bookcase, Maple/Graphite Gray Finish",1739.85,148.8,17,3.3333333333333335,6
Storage,Office Supplies,"Companion Letter/Legal File, Black",611.72,149.53,17,3.4,5
Phones,Technology,Vtech CS6719,1670.22,149.75,22,4.6,5
Art,Office Supplies,"Boston School Pro Electric Pencil Sharpener, 1670",873.64,149.94,32,3.5714285714285716,7
Binders,Office Supplies,GBC Premium Transparent Covers with Diagonal Lined Pattern,717.51,150.22,52,3.6666666666666665,12
Chairs,Furniture,Global Troy Executive Leather Low-Back Tilter,2404.71,150.3,6,4.333333333333333,3
Accessories,Technology,Enermax Briskie RF Wireless Keyboard and Mouse Combo,469.4,150.37,24,3.8,5
Furnishings,Furniture,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",1010.78,150.54999999999998,10,5.25,4
Envelopes,Office Supplies,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",336.95,150.97,34,3.8333333333333335,6
Furnishings,Furniture,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",522.65,151.3,9,4,3
Chairs,Furniture,Global Deluxe Office Fabric Chairs,1132.56,151.65,14,4,5
Accessories,Technology,Logitech Wireless Marathon Mouse M705,379.92,151.97,8,4.75,4
Appliances,Office Supplies,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,713.76,152.35,13,3.25,4
Accessories,Technology,Logitech�Gaming G510s - Keyboard,696.9200000000001,152.98000000000002,10,4.333333333333333,3
Art,Office Supplies,Hunt Boston Vacuum Mount KS Pencil Sharpener,671.8,153.96,20,3,5
Paper,Office Supplies,Xerox 1929,351.74,154.4,16,4.5,4
Furnishings,Furniture,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",807.3,155.28,18,3.4285714285714284,7
Art,Office Supplies,Prismacolor Color Pencil Set,436.47,155.55,24,4.142857142857143,7
Paper,Office Supplies,Xerox 226,334.36999999999995,155.76,53,3.5454545454545454,11
Phones,Technology,Cisco SPA301,1247.91,156,10,3.4,5
Furnishings,Furniture,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",575.3900000000001,156.31,16,4.6,5
Accessories,Technology,Maxell�LTO Ultrium - 800 GB,1086.0099999999998,156.45,41,4.375,8
Storage,Office Supplies,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",942.27,157.05,8,5,4
Phones,Technology,Grandstream GXP1160 VoIP phone,803.69,157.70000000000002,24,5.333333333333333,6
Phones,Technology,Samsung Rugby III,1121.84,158.38,20,3.7142857142857144,7
Paper,Office Supplies,Xerox 19,415.13,159.56,15,3.5,4
Accessories,Technology,Logitech ClearChat Comfort/USB Headset H390,533.0699999999999,160.23,19,4.333333333333333,6
Chairs,Furniture,Hon Olson Stacker Stools,1985.44,160.52,18,4.571428571428571,7
Binders,Office Supplies,Ibico Plastic Spiral Binding Combs,735.68,161.11,35,4.333333333333333,12
Labels,Office Supplies,Round Specialty Laser Printer Labels,421.01,162.01,39,3.1666666666666665,6
Furnishings,Furniture,"Seth Thomas 14"" Day/Date Wall Clock",467.07,162.05,17,4.833333333333333,6
Paper,Office Supplies,Xerox 1944,379.84999999999997,162.39999999999998,11,4.8,5
Phones,Technology,Plantronics Encore H101 Dual Earpieces�Headset,746.17,163.63000000000002,18,4.714285714285714,7
Binders,Office Supplies,GBC DocuBind P50 Personal Binding Machine,435.06,163.78,8,4.333333333333333,3
Paper,Office Supplies,Xerox 1906,389.84,164.45,12,3.75,4
Envelopes,Office Supplies,Globe Weis Peel & Seel First Class Envelopes,375.73,164.87,30,3.857142857142857,7
Accessories,Technology,Kensington Orbit Wireless Mobile Trackball for PC and Mac,1103.82,165.57999999999998,23,3.5,4
Labels,Office Supplies,Avery 505,372.96000000000004,165.76,28,4.142857142857143,7
Furnishings,Furniture,"Executive Impressions 14""",377.90999999999997,166.29,17,5.25,4
Paper,Office Supplies,Xerox 1916,411.09,166.39,10,4.2,5
Phones,Technology,AT&T 17929 Lendline Telephone,1339.1100000000001,167.36999999999998,35,4.6,10
Paper,Office Supplies,Xerox 1943,401.06,167.76,9,5,3
Accessories,Technology,Razer Kraken PRO Over Ear PC and Music Headset,1119.86,167.98000000000002,17,3.4,5
Phones,Technology,Cisco 8x8 Inc. 6753i IP Business Phone System,1646.88,168.75,15,3.5,4
Paper,Office Supplies,Computer Printout Paper with Letter-Trim Perforations,405.96000000000004,169.20000000000002,24,5.428571428571429,7
Phones,Technology,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,442.55999999999995,171.27999999999997,29,5.142857142857143,7
Paper,Office Supplies,Xerox 1940,395.71000000000004,171.47,8,1.6666666666666667,3
Chairs,Furniture,DMI Arturo Collection Mission-style Design Wood Chair,3412.1500000000005,172.10999999999999,29,3.4,10
Paper,Office Supplies,14-7/8 x 11 Blue Bar Computer Printout Paper,422.76,172.94,10,3.75,4
Paper,Office Supplies,Xerox 1883,400.98,173.04999999999998,16,3.8,5
Storage,Office Supplies,"Trav-L-File Heavy-Duty Shuttle II, Black",845.2500000000001,174.27999999999997,22,4.666666666666667,6
Phones,Technology,Geemarc AmpliPOWER60,1559.04,175.36999999999998,21,4.571428571428571,7
Envelopes,Office Supplies,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,552.6999999999999,177.66,19,4.25,4
Chairs,Furniture,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",1298.31,178.15999999999997,26,6,5
Phones,Technology,"Plantronics CS 50-USB -�headset�- Convertible, Monaural",1468.68,178.16,13,4,5
Phones,Technology,Panasonic KX TS3282W Corded phone,1665.8,178.49,25,3.5714285714285716,7
Phones,Technology,Plantronics Voyager Pro HD - Bluetooth Headset,415.93999999999994,179.37,7,2.6666666666666665,3
Copiers,Technology,Hewlett Packard 310 Color Digital Copier,1439.94,180,6,3.3333333333333335,3
Furnishings,Furniture,24-Hour Round Wall Clock,487.51,180.02,27,3.3333333333333335,6
Binders,Office Supplies,Surelock Post Binders,470.63,180.31,19,4.333333333333333,6
Phones,Technology,Jabra SPEAK 410,1466.25,180.46,19,4,5
Accessories,Technology,Hypercom P1300 Pinpad,856.8,182.07,17,3.6666666666666665,6
Paper,Office Supplies,Xerox 1925,489.47999999999996,182.79,18,2.1666666666666665,6
Furnishings,Furniture,9-3/4 Diameter Round Wall Clock,455.07,183.14000000000001,34,4.125,8
Accessories,Technology,Microsoft Wireless Mobile Mouse 4000,591.8499999999999,183.95,15,4.25,4
Paper,Office Supplies,Xerox 1919,393.5,184.46,10,4,4
Appliances,Office Supplies,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",1248.96,185.25,7,4,4
Storage,Office Supplies,Steel Personal Filing/Posting Tote,937.4599999999998,185.72,29,4,5
Paper,Office Supplies,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",447.69,186.28,13,4.25,4
Paper,Office Supplies,"Xerox Color Copier Paper, 11"" x 17"", Ream",433.96,187.29,20,3.8,5
Phones,Technology,Cisco Unified IP Phone 7945G VoIP phone,3000.7200000000003,187.55,11,4.333333333333333,3
Storage,Office Supplies,Tennsco Single-Tier Lockers,3753.4,187.67,10,3.8,5
Paper,Office Supplies,Xerox 1911,411.93999999999994,187.77000000000004,9,4.5,4
Paper,Office Supplies,Xerox 1886,411.93999999999994,187.77000000000004,9,3.5,4
Accessories,Technology,Memorex Froggy Flash Drive 8 GB,536.05,189.59000000000003,32,3.125,8
Binders,Office Supplies,Vinyl Sectional Post Binders,833.1700000000001,192.27,34,4.2,10
Envelopes,Office Supplies,Cameo Buff Policy Envelopes,522.73,192.92,10,5.25,4
Accessories,Technology,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,495.07,193.07,31,4.2,5
Accessories,Technology,Logitech G19 Programmable Gaming Keyboard,1413.49,193.41000000000003,12,2.5,4
Appliances,Office Supplies,Belkin 8 Outlet Surge Protector,754.03,193.44,19,4.2,5
Storage,Office Supplies,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,2196.32,194.94000000000003,35,3.4285714285714284,7
Phones,Technology,Motorola L703CM,3119.8,195,25,4.4,5
Paper,Office Supplies,Xerox 197,501.88000000000005,195.17999999999998,18,4.333333333333333,3
Phones,Technology,Samsung HM1900 Bluetooth Headset,491.68,195.38,27,4.714285714285714,7
Storage,Office Supplies,Adjustable Depth Letter/Legal Cart,1742.01,195.97,12,2.5,4
Accessories,Technology,Imation�Secure�Drive�+ Hardware Encrypted USB�flash drive�- 16 GB,888.97,196.03,24,3.6666666666666665,6
Phones,Technology,VTech DS6151,1738.6499999999999,196.56,17,5.166666666666667,6
Furnishings,Furniture,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",434.56,197.1,24,4.333333333333333,6
Storage,Office Supplies,Eldon Portable Mobile Manager,899.3100000000001,197.4,34,3.7777777777777777,9
Art,Office Supplies,"Hunt PowerHouse Electric Pencil Sharpener, Blue",782.39,197.49999999999997,22,4.571428571428571,7
Phones,Technology,Pyle PMP37LED,1459.04,197.74,18,4.833333333333333,6
Storage,Office Supplies,Home/Office Personal File Carts,980.23,198.13,30,3.2857142857142856,7
Appliances,Office Supplies,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",584.89,199.55,10,3.5,6
